text,score
the movie provides an intimate glimpse of how sensibilities as compatible as oil and water forced themselves to blend and create a successful work despite their aesthetic differences .,0
"it can become even more complicated when the visit is a most unusual homestay with three single , american men with extremely diverse and . . . unique personalities .",1
"matt was drunk and as he reached for the car radio , he struck the girl as she crossed the road .",1
"mary is an 18-year-old high school senior , and joe , her fianc&#233 ; , is 23 , working hard to get techweb established as an internet consulting firm .",1
this film puts wang at the forefront of china's sixth generation of film makers .,0
the only threat mastermind thief charlie croker ( wahlberg ) never saw coming was a member of his own crew .,1
the pied piper production penned by christian otjen concerns a 36-year-old man ( brian wimmer ) who returns to his hometown to confront the harsh reality of his father's supposed suicide .,1
"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad .",0
"it's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm's shelf .",0
"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",0
"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel .",1
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .,0
"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer .",0
"nadine works there as a prostitute though she is married with children , hannah keeps the appointment book , christie is an actress who has been cast as a prostitute and must learn the ins and outs , and josephine is a student who is forced into it for economical reasons .",1
this is just lazy writing . even kids deserve better .,0
miyazaki is one of world cinema's most wondrously gifted artists and storytellers .,0
the only thing that matters for him is break dancing .,1
"ajileo journeys from his home in zapotitlan de salinas , a village in southern mexico , makes a perilious border crossing through the desert , and comes to hollywood , where everything and nothing is as he dreamed it would be .",1
"at the age of 34 , with no producing credits to his name , he landed a job as chief of production at paramount pictures .",1
so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,0
she bets ( against all logic ) to be able to build a new palace for caesar within three months .,1
"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders .",1
reign of fire just might go down as one of the all-time great apocalypse movies .,0
labute's careful handling makes the material seem genuine rather than pandering .,0
the first hour alone is worth the admission price .,0
"not only an exuberant portrayal of hip-hop's self-healing , it's a compelling meditation on the future of making music in america .",0
